article_title	article_doi	article_author	article_author_index_name	article_author_affiliation	article_page_range	article_pub_date	article_pub_year	issue_section	journal	volume	issue	issue_title	issue_page_range	issue_pub_date	issue_pub_year	publisher
International Newsletter on Migration	https://journals.sagepub.com/doi/pdf/10.1177/019791838201600420				922-926	Dec 1, 1982	1982	Article	International Migration Review	16	4	International Migration Review - Volume 16, Number 4, Dec 01, 1982		Dec 01, 1982	1982	Sage Publishing
Books Received	https://journals.sagepub.com/doi/pdf/10.1177/019791838201600421				927-932	Dec 1, 1982	1982	Books Received	International Migration Review	16	4	International Migration Review - Volume 16, Number 4, Dec 01, 1982		Dec 01, 1982	1982	Sage Publishing
Foreword	https://journals.sagepub.com/doi/pdf/10.1177/019791839502901s01	Fred L. Gardaphέ	Gardaphέ, Fred L	Columbia College, Chicago	vii-viii	Jan 1, 1995	1995	Article	International Migration Review	29	1_suppl	International Migration Review - Volume 29, Number 1_suppl, Jan 01, 1995		Jan 01, 1995	1995	Sage Publishing
Preface	https://journals.sagepub.com/doi/pdf/10.1177/019791839502901s02				ix-ix	Jan 1, 1995	1995	Article	International Migration Review	29	1_suppl	International Migration Review - Volume 29, Number 1_suppl, Jan 01, 1995		Jan 01, 1995	1995	Sage Publishing
Acknowledgements	https://journals.sagepub.com/doi/pdf/10.1177/019791839502901s03	Francesco Mulas	Mulas, Francesco	University of Sassari Sassari, Sardinia, Italy 1995	xi-xi	Jan 1, 1995	1995	Article	International Migration Review	29	1_suppl	International Migration Review - Volume 29, Number 1_suppl, Jan 01, 1995		Jan 01, 1995	1995	Sage Publishing
1 The Ethnic Language of Pietro di Donato's Christ in Concrete	https://journals.sagepub.com/doi/pdf/10.1177/019791839502901s04				1-10	Jan 1, 1995	1995	Article	International Migration Review	29	1_suppl	International Migration Review - Volume 29, Number 1_suppl, Jan 01, 1995		Jan 01, 1995	1995	Sage Publishing
2 The Poetic Nature of Pascal D'Angelo	https://journals.sagepub.com/doi/pdf/10.1177/019791839502901s05				11-18	Jan 1, 1995	1995	Article	International Migration Review	29	1_suppl	International Migration Review - Volume 29, Number 1_suppl, Jan 01, 1995		Jan 01, 1995	1995	Sage Publishing
3 New York in the Italian-American Novel	https://journals.sagepub.com/doi/pdf/10.1177/019791839502901s06				19-26	Jan 1, 1995	1995	Article	International Migration Review	29	1_suppl	International Migration Review - Volume 29, Number 1_suppl, Jan 01, 1995		Jan 01, 1995	1995	Sage Publishing
4 Victorian Virtues and Orality in the Novels of John Fante	https://journals.sagepub.com/doi/pdf/10.1177/019791839502901s07				27-35	Jan 1, 1995	1995	Article	International Migration Review	29	1_suppl	International Migration Review - Volume 29, Number 1_suppl, Jan 01, 1995		Jan 01, 1995	1995	Sage Publishing
5 On the Poetics of Joseph Tusiani's Gente Mia	https://journals.sagepub.com/doi/pdf/10.1177/019791839502901s08				36-42	Jan 1, 1995	1995	Article	International Migration Review	29	1_suppl	International Migration Review - Volume 29, Number 1_suppl, Jan 01, 1995		Jan 01, 1995	1995	Sage Publishing
6 Prolepsis in Mario Puzo's the Godfather	https://journals.sagepub.com/doi/pdf/10.1177/019791839502901s09				43-50	Jan 1, 1995	1995	Article	International Migration Review	29	1_suppl	International Migration Review - Volume 29, Number 1_suppl, Jan 01, 1995		Jan 01, 1995	1995	Sage Publishing
7 Ethnicity and Mobility in M. Puzo's the Fortunate Pilgrim	https://journals.sagepub.com/doi/pdf/10.1177/019791839502901s10				51-57	Jan 1, 1995	1995	Article	International Migration Review	29	1_suppl	International Migration Review - Volume 29, Number 1_suppl, Jan 01, 1995		Jan 01, 1995	1995	Sage Publishing
8 Jews in the Italian-American Novel	https://journals.sagepub.com/doi/pdf/10.1177/019791839502901s11				58-63	Jan 1, 1995	1995	Article	International Migration Review	29	1_suppl	International Migration Review - Volume 29, Number 1_suppl, Jan 01, 1995		Jan 01, 1995	1995	Sage Publishing
9 The Mechanical World in the Italian-American Novel	https://journals.sagepub.com/doi/pdf/10.1177/019791839502901s12				64-69	Jan 1, 1995	1995	Article	International Migration Review	29	1_suppl	International Migration Review - Volume 29, Number 1_suppl, Jan 01, 1995		Jan 01, 1995	1995	Sage Publishing
Bibliography	https://journals.sagepub.com/doi/pdf/10.1177/019791839502901s13				71-79	Jan 1, 1995	1995	Article	International Migration Review	29	1_suppl	International Migration Review - Volume 29, Number 1_suppl, Jan 01, 1995		Jan 01, 1995	1995	Sage Publishing
Index	https://journals.sagepub.com/doi/pdf/10.1177/019791839502901s14				81-82	Jan 1, 1995	1995	Index	International Migration Review	29	1_suppl	International Migration Review - Volume 29, Number 1_suppl, Jan 01, 1995		Jan 01, 1995	1995	Sage Publishing
Foreword	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600201	Marcello Pacini	Pacini, Marcello	Giovanni Agnelli Foundation, Turin	229-232	Jun 1, 1992	1992	Article	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
Introduction	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600202				233-240	Jun 1, 1992	1992	Article	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
Part I: Central and Eastern Europe: The Twin Specters of Mass Unwanted Migration and Mass Involuntary Migration: Post-Soviet Emigration Today and Tomorrow	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600203	Lilia Shevtsova	Shevtsova, Lilia	USSR Academy of Sciences, Moscow	241-257	Jun 1, 1992	1992	Article	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
Ukraine in the Context of New European Migrations	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600204	Oleg V. Shamshur	Shamshur, Oleg V	Institute of World Economy and International Affairs, Ukranian Academy of Sciences	258-268	Jun 1, 1992	1992	Article	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
Citizenship Struggles in Soviet Successor States	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600205	W. Rogers Brubaker	Brubaker, W Rogers	University of California, Los Angeles	269-291	Jun 1, 1992	1992	Article	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
International Migrations in Europe: Polish Perspectives for the 1990s	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600206	Piotr Korcelli	Korcelli, Piotr	Institute of Geography and Spatial Organization, Polish Academy of Sciences, Warsaw	292-304	Jun 1, 1992	1992	Article	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
Hungarian Perspectives on Emigration and Immigration in the New European Architecture	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600207	László Szoke	Szoke, László	Ministry for Foreign Affairs, Budapest, Hungary	305-323	Jun 1, 1992	1992	Article	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
Forced Migrations in Central European History	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600208	Dariusz Stola	Stola, Dariusz	Instytut Historii PAN, Warsaw	324-341	Jun 1, 1992	1992	Article	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
Bulgarian Turkish Emigration and Return	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600209	Darina Vasileva	Vasileva, Darina	Bulgarian Academy of Sciences, Sofia	342-352	Jun 1, 1992	1992	Article	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
Part II: Western Europe: New, Old and Recast of Immigration Questions in the Post-Cold War Period: Regulation of Immigration in 1993: Pieces of the European Community Jig-Saw Puzzle	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600210	Giuseppe Callovi	Callovi, Giuseppe	Commission of the European Communities, Brussels	353-372	Jun 1, 1992	1992	Article	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
German-Polish Migration: The Elusive Search for a German Nation-State	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600211	Peter O'Brien	O'Brien, Peter	Trinity University	373-387	Jun 1, 1992	1992	Article	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
Europe: South-North or East-West Migration?	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600212	Klaus Manfrass	Manfrass, Klaus	Institut Historique Akewand, Paris	388-400	Jun 1, 1992	1992	Article	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
East-West vs. South-North Migration: Effects upon the Recruitment Areas of the 1960s	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600213	Nermin Abadan-Unat	Abadan-Unat, Nermin	University of Ankara	401-412	Jun 1, 1992	1992	Article	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
Does Europe Need Immigrants? Population and Work Force Projections	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600214	David A. Coleman	Coleman, David A	Oxford University	413-461	Jun 1, 1992	1992	Article	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
Allocational and Distributional Aspects of Future Immigration to Western Europe	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600215	Thomas Straubhaar	Straubhaar, Thomas	Universität der Bundeswehr Hamburg	462-483	Jun 1, 1992	1992	Article	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
Migration Processes among the Highly Skilled in Europe	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600216	John Salt	Salt, John	University College, London	484-505	Jun 1, 1992	1992	Article	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
Part III: New Perspectives on International Migration to Europe: International Comparisons and International Relations: North American Free Trade and the European Situation Compared	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600217	Sidney Weintraub	Weintraub, Sidney	The University of Texas, Austin	506-524	Jun 1, 1992	1992	Article	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
Reflections on Immigration to Europe in Light of U.S. Immigration History	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600218	Thomas J. Archdeacon	Archdeacon, Thomas J	University of Wisconsin, Madison	525-548	Jun 1, 1992	1992	Article	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
The Australian Model of Immigration and Multiculturalism: Is It Applicable to Europe?	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600219	Stephen Castles	Castles, Stephen	University of Wollongong, Australia	549-567	Jun 1, 1992	1992	Article	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
Migration and International Relations: Cooperation and Control in the European Community	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600220	James F. Hollifield	Hollifield, James F	Auburn University	568-595	Jun 1, 1992	1992	Article	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
Migration, International Relations and the New Europe: Theoretical Perspectives from Institutional Political Sociology	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600221	Martin O. Heisler	Heisler, Martin O	University of Maryland	596-622	Jun 1, 1992	1992	Article	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
The Future of Immigrant Incorporation: Which Models? Which Concepts?	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600222	Barbara Schmitter Heisler	Heisler, Barbara Schmitter	Gettysburg College	623-645	Jun 1, 1992	1992	Article	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
European Challenge: East-West Migration	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600223	Erich Kussbach	Kussbach, Erich	Federal Ministry for Foreign Affairs, Wien	646-667	Jun 1, 1992	1992	Documentation	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
Trends in Refugee Policy and Cooperation in the European Community	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600224	Gerard C. de Boer	de Boer, Gerard C	Netherlands Ministry of Justice	668-675	Jun 1, 1992	1992	Documentation	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
European Community Legislation and Intergovernmental Cooperation on Migration	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600225	Jan Niessen	Niessen, Jan	Churches’ Committee for Migrants in Europe, Brussels	676-684	Jun 1, 1992	1992	Documentation	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
Book Review: The World Labor Market: A History of Migration	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600226	Douglas J. Mcready	Mcready, Douglas J	Wilfred Laurier University	685-685	Jun 1, 1992	1992	Book Reviews	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
Book Review: Ethnic Conflict and International Relations	https://journals.sagepub.com/doi/pdf/10.1177/019791839202600227	Stavros T. Constantinou	Constantinou, Stavros T	The Ohio State University, Mansfield	685-686	Jun 1, 1992	1992	Book Reviews	International Migration Review	26	2	International Migration Review - Volume 26, Number 2, Jun 01, 1992		Jun 01, 1992	1992	Sage Publishing
